Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,P,EG,H,Left,P
3,Syd Kidd,P,EG,B,Left,P
5,Y.E. Wally,P,WC,H,Right,P
10,Holden Summers,BC,,,Left,2B
14,Baba Ganoosh,TT,,,Right,LF
17,Haywood Jablome,BC,,,Right,RF
18,Jordan Peppers,1B,,,Right,RF
20,Q Kimbrel,TT,,,Left,CF
21,Silver Edgeworth,P,TD,B,Right,P
22,Snoop E. Dogg,BP,,,Left,2B
24,Nate Lewis,BC,,,Right,C
32,Larold,TT,FP,H,Right,PH
34,Dixon Uraz,WC,,,Right,RF
37,Artanis Jones,P,BS,H,Left,P
39,Franz Joseph Hyman Jr,P,NH,H,Right,P
41,Thaddeus Gomorrah,BC,,,Right,C
45,LaPrince Frye,P,WC,S,Right,P
48,Willow Briansdóttir,BC,,,Right,2B
55,Rick McLightning,BN,,,Right,RF
59,May Marigold,TT,,,Right,1B
63,Michael Ikenberry,WC,,,Right,RF
65,Dakota Carolina Montana,BC,,,Right,1B
66,Daniel Dove,SF,,,Right,2B
68,Erin Pickles,WC,,,Right,2B
71,Miroslav,BC,FP,S,Right,PH
73,Jack Alpha,BN,BB,B,Right,PH
74,Einhorn,P,FP,S,Right,P
76,Hank Murphy,P,BF,S,Left,P
78,Crimson Chin,P,EN,H,Right,P
79,Jumbo Dick,BP,,,Left,1B
80,Steel Pipe Simpson,BP,,,Left,1B
81,Dick McScrotington,BC,,,Left,2B
82,Juan Diego De Las Rosas,1B,,,Right,2B
84,Henrik Omega,BP,,,Left,3B
89,Gottlieb Giannopolous,EN,,,Right,C
90,Bob Robb,WC,,,Left,RF
91,John Johnson Jr.,TT,,,Right,3B
92,Dick Woolridge,P,BS,B,Right,P
99,Tyler Phoenix,SM,,,Right,1B
100,Merodach Baladan,P,WC,B,Right,P
103,Mason Spurs,P,EG,S,Left,P
104,Morris Deratt,BN,,,Left,LF
106,Sevag Vapor,BC,,,Right,CF
108,Chavo Delocho,BC,,,Left,C
109,Waulie Pag,P,FP,B,Right,P
111,Thomas Beowulf Jr.,P,BS,B,Left,P
112,Willoughby Hoose,P,TT,H,Left,P
113,Kevin Arianna,HK,,,Left,C
114,Rocco Rudnikov,HK,,,Right,1B
116,Mattress,P,NH,S,Right,P
117,Harry Peritestes,1B,EG,H,Right,PH
119,Ola Gjeilo,1B,,,Right,SS
122,Riles McGiles,BC,,,Left,LF
126,Rex Kidobi,BC,,,Left,RF
127,Baron Butzenkatzen-Butzenkatzen,S,,,Right,RF
130,Mongy Whumpus,P,TD,H,Left,P
131,Nori Aru,1B,,,Left,RF
132,Carlos,TT,,,Left,C
134,Dart Ragusa,MH,,,Right,1B
135,Lloyd Gross,BC,,,Left,SS
138,Donnie Draper,S,,,Right,2B
140,Rob Patterson,EN,,,Left,CF
149,petra,P,WC,S,Right,P
151,Indy Sayne,BC,,,Right,C
152,Copenhagen Black,XB,,,Left,1B
161,Girth Brooks,BN,,,Right,LF
163,Tuck,1B,,,Left,CF
165,Geno Scaramucci,WC,,,Left,1B
166,Lefty Louis,P,FP,S,Left,P
168,Bo-Horse Jackman,BN,,,Right,C
169,Todd Bonzalez II,BN,,,Left,1B
170,Aych Imtiyaz,BC,,,Right,2B
176,Fernando Cruz,BP,,,Right,LF
178,Hannah Outlaw,BN,,,Left,CF
180,Demetrios Ooga,BC,,,Left,C
186,IBO Bust,1B,,,Right,2B
190,Lane Drew,BC,,,Left,LF
191,Andrew REDACTED Nova,BC,,,Right,LF
195,Swing N. Miss,P,WC,H,Right,P
198,Icna Comit,P,EN,S,Left,P
203,Bradle Beamen,XB,,,Right,C
204,Coco Watanabe,1B,,,Right,C
205,Patrick Doyle,TT,,,Right,C
210,Chris P. Bacon,BC,,,Left,LF
212,Mike Hawk,P,BS,B,Right,P
213,Jack Marnette,1B,,,Right,LF
217,Benjamin Abenduct,P,WC,S,Left,P
218,Geoff Garry,BC,,,Left,C
219,Chris Orosz,P,EG,B,Right,P
226,Phil Coulson,SF,,,Left,3B
230,Mike Oxlong,XB,,,Right,LF
233,Johnny Dickshot,BP,,,Right,3B
235,J.E. Wilkins,P,TD,H,Left,P
238,Ben Bramly,1B,,,Right,C
241,Jay Money,HK,,,Right,1B
252,Tara Dactyl,SF,,,Right,C
255,S. Jay Cutler,WC,,,Left,C
258,Ty Palmatier,P,BS,B,Right,P
259,Mr Peggable,XB,,,Right,2B
262,Dirtbag Darrell,SM,EG,S,Left,PH
264,Skye McDowell,WC,,,Right,2B
265,Mecha Vulfzilla,BC,EG,H,Left,PH
268,Jefferson Saelflex,1B,,,Left,CF
270,Ferda Bois,HK,,,Left,CF
271,Assassin Xekutioner,P,BF,H,Right,P
272,Queue Jay,WC,,,Left,1B
275,Bastille Metalfall,WC,POS,,Right,RF
278,Dominus Nominus,1B,,,Right,LF
284,Hudson Hildebrandt,P,TT,H,Left,P
287,Tasker Morris,P,TD,B,Right,P
289,Conor Sexton,BP,,,Left,1B
290,Miguel Snow,BP,,,Right,1B
293,Charlie Bae,BN,,,Right,C
295,Jocko Jones,BN,,,Right,2B
296,Sbujoe Arrestrump,P,TT,S,Right,P
298,Jeff Dingerhitter,HK,,,Left,SS
301,Joe Pidgeon,WC,,,Right,CF
305,Dylan Green,P,FP,H,Left,P
308,Moose McCracken,BC,,,Right,C
309,Emer Bock,BN,,,Left,1B
310,Jameson Poe,P,TT,H,Right,P
314,Lance Lummox,BN,,,Right,SS
324,Caleb Aiken,BC,,,Right,C
326,Arm N. Hammer,P,WC,H,Right,P
327,Makesiondon Kelkboom,WC,,,Right,C
329,Drew Savage,BC,,,Right,2B
331,Keyo,SM,NH,S,Left,PH
335,Tokai Teio,BN,,,Left,C
336,Darth Vader,P,FP,S,Right,P
337,Andrew Peters,P,BS,H,Left,P
339,Isaac Snowbender,HK,,,Left,C
340,Picov Andropov,BN,,,Right,C
342,Pull Ganger,HK,,,Left,LF
343,Jolene Juniper,1B,,,Left,2B
344,Mongster Mash,1B,,,Left,3B
349,Kentho Birne,BC,,,Left,RF
350,Lightning Balls,BC,,,Right,RF
354,Jack Jackie Jackson,MH,,,Right,C
355,Chuck Tingle,BP,,,Left,SS
357,Stan Mann,1B,,,Right,2B
361,Matt Himynamis,P,FP,S,Right,P
