Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,BP,,,Left,C
2,Rub A. Chikin,S,BS,H,Left,P
3,Syd Kidd,BN,EG,B,Left,P
4,Chip Otle,MH,BS,H,Left,P
5,Y.E. Wally,TT,WC,H,Right,P
6,Xavier Quinn Jr.,BP,,,Right,C
7,Tony McGooch,S,,,Right,2B
10,Emmett Michael,1B,,,Left,SS
11,James Garfield,BC,,,Left,SS
12,Lucifer Putts,SM,,,Left,SS
13,Reimer Gonzalez,WC,,,Right,SS
14,A.Z. Chapman,TT,,,Right,LF
16,Thomas Chiggins,BP,,,Right,CF
17,Haywood Jablome,BP,,,Right,RF
18,Jordan Peppers,1B,FP,H,Right,PH
19,Moe Lester,BC,BF,B,Left,P
20,Q Kimbrel,BN,NH,S,Right,P
21,Silver Edgeworth,BP,BF,B,Right,P
22,Spike Suzuki,BP,NT,B,Left,P
24,Nate Lewis,BC,,,Right,C
25,Rusty Shackleford,HK,,,Left,1B
26,Ben Beezle,WC,,,Right,2B
29,Eric Leeder,SF,,,Right,SS
30,Chad Kroeger,XB,,,Left,LF
32,Larry Longshot,BP,FP,S,Right,PH
33,Brian Zucchini,BC,,,Left,CF
34,Dixon Uraz,S,,,Left,RF
35,Jeffrey Nolan,BP,,,Right,RF
36,Jericho Caulfield,WC,FP,H,Right,PH
37,Artanis Jones,SM,BS,H,Left,P
38,Dane Konrad,BC,BS,B,Left,P
39,Whitt Bass,1B,NT,S,Right,P
41,Thaddeus Gomorrah,BC,,,Right,C
42,Viking Fishbird,1B,NH,S,Right,P
45,LaPrince Frye,BC,,,Right,3B
46,Jackson Sanchez,XB,,,Right,SS
47,Ross Fire,1B,,,Right,SS
48,Willow Briansdottir,WC,,,Right,2B
49,Austin Schwartz,1B,,,Left,LF
50,Blandon Brade,BP,,,Right,LF
53,Julio Cesar,BN,,,Right,RF
54,Katia Wölfe,EN,,,Left,RF
55,Rick McLightning,BN,,,Right,RF
56,Ziggy Cedar,S,,,Left,RF
58,Atlas Quin,MH,TT,H,Left,P
59,Nick Tits,1B,NT,H,Right,P
63,Michael Ikenberry,SM,BB,B,Left,PH
65,Dakota Carolina Montana,EN,,,Left,1B
66,Daniel Dove,BP,POS,,Right,2B
67,Leonard Boyfriend,1B,,,Left,2B
68,Erin Pickles,WC,,,Right,2B
70,Ducci Verducci,MH,EG,S,Left,P
71,Miroslav,BC,,,Right,CF
72,Bubba McCali,XB,,,Left,RF
73,Jack Alpha,BN,BB,B,Right,PH
74,Einhorn,SF,TT,H,Right,P
75,Garrett Evans,BC,BS,B,Right,P
76,Hank Murphy,1B,FP,S,Right,P
77,Buttfart McPoopus,BP,,,Right,C
78,Crimson Chin,XB,,,Right,C
79,Jumbo Dick,BP,,,Left,1B
80,Steel Pipe Simpson,BP,,,Left,1B
81,Dick McScrotington,BC,,,Left,2B
82,Juan Diego De Las Rosas,1B,,,Right,2B
83,Les Dee-Ache,WC,,,Right,2B
84,Henrik Omega,BP,,,Left,3B
86,Pretzels Poffenberger,BN,,,Right,3B
88,JR Smoove,BN,,,Right,CF
89,Gottlieb Giannopolous,EN,,,Right,RF
90,Bob Robb,S,,,Left,RF
91,John Johnson Jr.,S,,,Right,3B
92,Dick Woolridge,BP,BS,B,Right,P
93,Mackin Tosh,SM,NT,S,Right,P
94,Pete Goldinger,BC,NH,B,Right,P
96,Miles Morales,BN,,,Left,C
97,Buck Armstrong,BP,,,Right,1B
98,Kenneth Moore,BN,,,Left,1B
99,Tyler Phoenix,SM,,,Right,1B
100,Merodach Baladan,1B,,,Right,2B
101,Casey Nine,BC,,,Left,3B
102,Doc JaAm,1B,,,Right,3B
103,Mason Spurs,BC,,,Left,SS
104,Morris Deratt,BN,,,Left,LF
105,Mike Oxlittle,BN,,,Right,CF
106,Sevag Vapor,BC,,,Right,CF
107,Otis Nixon Sr.,MH,,,Left,RF
108,Sam Wood,BC,POS,,Left,C
109,Derek Bongiovanni,1B,FP,B,Right,P
111,Thomas Beowulf Jr.,SM,BS,B,Left,P
112,Willoughby Hoose,BC,TT,H,Left,P
113,Kevin Arianna,MH,,,Left,C
114,Rocco Rudnikov,HK,,,Right,C
116,Mattress Cadaire,BC,,,Right,2B
117,Harry Peritestes,1B,EG,H,Right,PH
118,Luap Renraw,1B,,,Right,3B
119,Ola Gjeilo,1B,,,Right,SS
121,Chaz McDunnough,S,,,Right,LF
122,Riles McGiles,EN,,,Right,LF
124,Crawdaddy,1B,EG,S,Right,P
125,Triston Uzumaki,BP,,,Right,CF
126,Rex Kidobi,BC,,,Left,RF
127,Zander Ackley,S,TT,H,Right,P
128,Ethan Franklin,1B,,,Right,RF
129,Hayden McCloud,XB,WC,S,Left,P
130,Brett Breadard,1B,TD,H,Left,P
131,Nori Aru,1B,FP,H,Right,P
132,Carlos Brownson,WC,,,Left,C
133,Garren Smudge,BP,,,Left,C
135,Lloyd Gross,XB,BS,H,Left,PH
136,Tyler Gordon,S,,,Left,1B
137,Teo Jones,S,,,Right,2B
138,Donnie Draper,S,,,Right,SS
139,Mako Bierman,BP,,,Left,SS
140,Rob Patterson,EN,,,Left,CF
141,Slapshot Brady,XB,,,Right,CF
143,Tommy Oldman,S,,,Right,CF
144,Homer Pimpson,WC,,,Left,RF
145,Jack Meloy,BP,,,Right,RF
146,Jerry Jingles,BP,,,Right,RF
148,Chipper Dipper,MH,NT,B,Right,P
149,Jork von Bork,TT,TT,H,Right,P
150,Pickle Rick Vaughan,MH,NT,H,Right,P
151,Indy Sayne,BC,,,Right,C
152,Francis James Wellington IV,XB,TT,H,Right,PH
153,Dallas Hamilton,S,,,Right,1B
154,Mac Aves,XB,,,Left,2B
155,Nikki Falke,BC,,,Left,2B
156,Owen Thirlwell,BC,,,Right,2B
157,Nikolas Romero,BN,,,Right,3B
158,Sam Smith,BP,,,Right,3B
159,Vigolashi Dongeroso,S,,,Left,SS
160,Zum Saparilla,1B,,,Left,SS
161,Girth Brooks,BN,,,Right,LF
162,Whit Merto,BC,,,Right,RF
163,Rickey Tucker,XB,TD,S,Right,PH
164,Artie Ziff,S,TT,S,Right,P
165,Geno Scaramucci,EN,NT,B,Left,P
166,Lefty Louis,SF,FP,S,Left,P
167,Ronald Eagle Jr.,1B,,,Right,C
168,Bo-Horse Jackman,BN,,,Right,C
169,Todd Bonzalez II,BN,,,Left,1B
170,Aych Imtiyaz,BC,,,Right,2B
171,Clipper Charge,BC,,,Right,2B
172,Chad Berry,WC,,,Right,3B
173,Federal Credit Union Boi,1B,,,Right,SS
174,Ted James III,1B,,,Right,SS
175,Jasmine Skyla,1B,BS,S,Right,P
176,Fernando Cruz,BP,,,Right,LF
178,Clifton Outlaw,BN,,,Left,CF
179,Scotty Smalls,BC,,,Right,CF
180,Demetrios Ooga,BC,POS,,Left,C
181,Boof Jones,1B,EG,B,Left,P
182,Fish Fingers,BC,NH,S,Right,P
183,Valeria Lisova,XB,NH,S,Left,PH
184,Henry Crowell,EN,,,Right,C
185,Antonin Periwinkle,XB,,,Left,1B
186,IBO Bust,1B,,,Right,2B
187,Alex Peters,S,,,Right,SS
188,Tonto Kowalski,SM,FP,B,Left,P
189,Jeffrey LaVert,1B,,,Left,LF
190,Lane Drew,BC,,,Left,SS
191,Andrew Supernova,TT,,,Left,LF
192,Javier Tootblan,XB,,,Right,LF
193,Limon Cristo,1B,TD,H,Right,PH
194,Joe Watson,WC,,,Right,CF
195,Swing N. Miss,1B,FP,S,Right,P
196,Big Nutty,WC,WC,B,Right,P
197,Hans Ali,1B,POS,,Right,C
198,Icna Comit,BN,TD,B,Right,P
200,Lane Clementine IV,MH,BS,H,Left,P
201,Teddy Blisblinne,BN,NH,S,Left,P
