Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,BP,,,Left,C
2,Rub A. Chikin,BC,BB,B,Left,P
3,Syd Kidd,BC,BB,B,Left,P
4,Pete Wheeler,BC,,,Left,CF
5,Y.E. Wally,BP,POS,,Right,C
6,Xavier Quinn Jr.,BC,,,Right,C
8,Will Power,BN,,,Right,2B
14,A.Z. Chapman,BP,,,Right,LF
15,Assassin Panda,BP,,,Left,LF
16,Thomas Chiggins,BP,,,Right,CF
17,Haywood Jablome,BP,,,Right,RF
18,Jordan Peppers,BN,,,Right,RF
19,Moe Lester,BC,BF,B,Left,P
20,Quint Kimbrel,BC,,,Left,CF
21,Silver Edgeworth,BP,BF,B,Right,P
22,Spike Suzuki,BN,,,Left,2B
23,Michael Voorhees,BN,,,Left,C
24,Nate Lewis,BC,,,Right,C
25,Rusty Shackleford,BP,,,Left,1B
26,Ben Beezle,BC,,,Right,2B
31,Arata Hightower,BN,,,Right,LF
32,Larry Longshot,BN,,,Right,CF
33,Oscar Vegas,BC,,,Left,CF
35,Jeffrey Nolan,BP,POS,,Right,RF
37,Osmosis Jones,BC,,,Right,2B
38,Dane Konrad,BC,BS,B,Left,P
39,Whitt Bass,BN,BF,B,Right,P
41,Thaddeus Gomorrah,BC,,,Right,C
42,Viking Fishbird,BP,,,Right,C
47,Ross Fire,BC,,,Right,SS
49,Austin Schwartz,BN,,,Left,CF
51,Forrest Gleeson,BN,,,Right,LF
52,Amir Valerie Hurwitz,BN,,,Right,CF
53,Julio Cesar,BN,,,Right,RF
55,Rick McLightning,BN,,,Right,1B
56,Ziggy Ceder,BC,,,Right,RF
57,Bear Thomas,BN,,,Right,2B
58,Hudson Quin,BP,BS,B,Left,P
62,Forrest Saathoff,BN,,,Right,C
65,Dakota Carolina Montana,BC,,,Right,C
69,Carter Strong,BC,,,Left,SS
73,Jack Alpha,BN,,,Right,3B
74,Einhorn,BC,BS,B,Right,P
75,Garrett Evans,BC,BS,B,Right,P
76,Hank Murphy,BP,BF,B,Right,P
79,Jumbo Dick,BP,,,Left,1B
80,Steel Pipe Simpson,BP,,,Left,1B
81,Dick McScrotington IV,BN,,,Right,2B
82,Juan Diego De Las Rosas,BC,,,Right,2B
84,Henrik Omega,BP,,,Left,3B
85,John Bumbus,BC,,,Right,3B
86,Pretzels Poffenberger,BN,,,Right,3B
87,Jesse Kilgannon,BC,,,Right,CF
88,"Joshua ""Junior"" Roth",BN,,,Right,CF
89,Gottlieb Giannopoulos,BC,,,Right,RF
91,John Johnson Jr.,BP,POS,,Right,3B
92,Dick Woolridge,BP,BS,B,Right,P
93,Master Cashier,BN,,,Left,LF
98,Kenneth Moore,BN,,,Left,3B
99,Tyler Phoenix,BC,,,Right,1B
100,Merodach Baladan,BC,,,Right,2B
101,Casey Nine,BC,,,Left,3B
102,Doc JaAm,BC,,,Right,PH
103,Mason Spurs,BC,,,Left,SS
104,Morris Deratt,BN,POS,,Left,LF
105,Mike Oxlittle,BN,,,Right,CF
106,Sevag Vapor,BC,,,Right,CF
107,Otis Nixon Sr.,BP,,,Left,RF
108,Wilbur Wood,BN,,,Right,PH
109,Derek Bongiovanni,BC,,,Right,1B
110,Jerome Garcia,BC,BS,B,Right,P
112,Willoughby Hoose,BP,BS,B,Left,P
113,Kevin Arianna,BP,POS,,Right,C
115,B.B. Bambino Jr.,BC,,,Right,1B
120,Pablo Sanchez,BC,BB,B,Left,P
122,Riles McGiles,BC,,,Right,3B
123,Stephen Seconds,BN,,,Left,LF
124,Duke Nukem,BP,,,Left,CF
125,Triston Uzumaki,BC,,,Right,CF
126,Rex Kidobi,BC,POS,,Left,RF
127,Zack Andersen,BC,POS,,Right,RF
128,Ethan Franklin,BP,,,Right,1B
133,Garren Smudge,BN,,,Left,C
142,Tommy Brown,BN,,,Left,CF
147,Meerkat Timmons,BC,POS,,Right,CF
148,Chipper Dipper,BN,BS,B,Right,P
149,Daniel Collins,BN,BS,B,Left,P
151,Indy Sayne,BC,,,Right,C
155,Nikki Falke,BC,,,Left,2B
157,Nikolas Romero,BN,,,Right,2B
158,Sam Smith,BP,,,Right,3B
162,Whit Merto,BC,,,Right,RF
163,Rickey Tucker,BN,POS,,Right,1B
164,Artie Ziff,BN,BS,B,Left,P
166,Lefty Louis,BP,,,Left,1B
167,Ronald Eagle Sr.,BC,,,Left,C
168,Bo-Horse Jackman,BN,,,Right,C
170,Aych Imtiyaz,BC,,,Right,2B
171,Clipper Charge,BC,,,Right,2B
174,Ted James III,BC,,,Right,SS
175,Brigham Young,BC,,,Right,RF
176,Fernando Cruz,BP,,,Right,LF
177,Jeorjhe Jerome,BP,,,Right,LF
178,Clifton Outlaw,BN,,,Left,CF
179,Scotty Smalls,BC,,,Right,CF
188,Giminy Schlimjim,BC,,,Right,SS
190,Lane Drew,BC,,,Left,SS
194,Joe Watson,BN,,,Right,CF
195,Swing N. Miss,BC,,,Right,CF
197,Hans Ali,BC,POS,,Right,SS
198,Icna Comit,BN,BF,B,Left,P
199,Cal Tiberius Jr.,BN,BF,B,Left,P
205,Patrick Doyle,BP,,,Right,C
206,Gil Metz,BP,,,Right,2B
207,J.J. Guemes,BC,,,Right,3B
211,G.H. Morello,BP,POS,,Right,SS
213,Jack Marnette,BN,,,Right,LF
215,Justin Dingers,BN,,,Right,CF
216,Pete Jones,BN,BF,B,Left,P
218,Thomas Beowulf,BC,BB,B,Right,P
220,Charles Magnus,BP,,,Right,RF
222,King Fielder,BP,,,Right,1B
223,Kegs Mabry,BP,,,Left,1B
224,Trey Rangers,BN,,,Right,2B
225,Zachary Benz,BC,,,Right,2B
226,Phil Coulson,BC,POS,,Left,3B
230,Matt Verdin,BN,POS,,Right,LF
231,Sadler Oriole,BC,,,Right,CF
232,Jake Blee,BP,,,Right,RF
233,Johnny Dickshot,BP,BS,B,Right,PH
234,Angel Leon,BN,BS,B,Right,P
236,Logan Anderson,BC,BF,B,Right,P
237,Levi Pyram,BC,BB,B,Right,P
240,Doob Tuber,BC,,,Left,1B
241,Jay Money,BC,,,Right,1B
242,Charles Lindberg,BP,,,Left,3B
245,Fly Spaceman,BN,,,Left,LF
246,KayLee Stewart,BN,,,Left,LF
249,Tequila Sunrise,BN,,,Right,3B
253,Tommy Foxconn,BN,BF,B,Right,P
257,Hingle McCringleberry,BN,,,Right,1B
258,Tyler Palmatier,BP,,,Right,1B
267,"Jake ""JP"" Panik",BP,POS,,Left,SS
268,Jeff Steelflex,BC,BS,B,Left,P
269,Joe Runzer,BC,BF,B,Right,P
