Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,P,FP,H,Left,P
2,Vinny Vedecci,BP,,,Left,1B
3,Syd Kidd,P,EG,B,Left,P
4,Tater Tits,TT,,,Left,C
5,Y.E. Wally,P,WC,H,Right,P
6,Xavier Quinn Jr.,BP,,,Right,C
10,Holden Summers,P,BS,H,Left,P
13,Reimer Gonzalez,P,EG,H,Left,P
14,Baba Ganoosh,TT,,,Right,LF
16,Thomas Chiggins,BP,,,Right,CF
17,Haywood Jablome,BP,,,Right,RF
18,Jordan Peppers,1B,,,Right,RF
20,Q Kimbrel,TT,,,Left,CF
22,Snoop E. Dogg,XB,,,Right,2B
24,Nate Lewis,BC,,,Right,C
28,Barney Turbo,BC,,,Right,SS
29,Eric Leeder,SF,,,Right,SS
32,Larry Longshot,TT,FP,H,Right,PH
33,Brian Zucchini,BC,,,Left,CF
34,Dixon Uraz,S,,,Right,RF
35,Jeffrey Nolan,BP,,,Right,RF
37,Artanis Jones,P,BS,H,Left,P
39,Whitt Bass,BP,,,Right,2B
41,Thaddeus Gomorrah,BC,,,Right,C
42,Viking Fishbird,1B,,,Right,2B
45,LaPrince Frye,BC,,,Right,3B
46,Jackson Sanchez,P,TD,H,Right,P
48,Willow Briansdóttir,WC,,,Right,2B
55,Rick McLightning,BN,,,Right,RF
58,Atlas Quin,P,TT,H,Left,P
59,Velvet Scarlatina,1B,NT,H,Right,DH
63,Michael Ikenberry,BN,,,Left,RF
65,Dakota Carolina Montana,EN,,,Left,1B
66,Daniel Dove,SF,,,Right,2B
67,Leonard Boyfriend,P,NT,H,Left,P
68,Erin Pickles,WC,,,Right,2B
71,Miroslav,BC,FP,S,Right,PH
72,Bubba McCali,XB,,,Left,RF
73,Jack Alpha,BN,BB,B,Right,PH
74,Einhorn,P,FP,S,Right,P
75,Garrett Evans,P,BS,B,Right,P
76,Hank Murphy,P,BF,S,Left,P
79,Jumbo Dick,BP,,,Left,1B
80,Steel Pipe Simpson,BP,,,Left,1B
81,Dick McScrotington,BC,,,Left,2B
82,Juan Diego De Las Rosas,1B,,,Right,2B
84,Henrik Omega,BP,,,Left,3B
90,Bob Robb,S,,,Left,RF
91,John Johnson Jr.,S,,,Right,3B
92,Dick Woolridge,P,BS,B,Right,P
93,Mackin Tosh,XB,,,Right,LF
99,Tyler Phoenix,SM,,,Right,1B
100,Merodach Baladan,1B,,,Right,2B
103,Mason Spurs,BC,,,Left,SS
104,Morris Deratt,BN,,,Left,LF
106,Sevag Vapor,BC,,,Right,CF
108,Chavo Delocho,BC,,,Left,C
109,Derek Bongiovanni,P,FP,B,Right,P
111,Thomas Beowulf Jr.,P,BS,B,Left,P
112,Willoughby Hoose,P,TT,H,Left,P
113,Kevin Arianna,HK,,,Left,C
114,Rocco Rudnikov,HK,,,Right,C
116,Mattress,BC,,,Right,2B
117,Harry Peritestes,1B,EG,H,Right,PH
118,Luap Renraw,1B,,,Right,3B
119,Ola Gjeilo,1B,,,Right,SS
122,Riles McGiles,BP,,,Left,LF
125,Triston Uzumaki,BP,,,Right,CF
126,Rex Kidobi,BC,,,Left,RF
127,Petey Biennel,P,BS,S,Right,P
128,Ethan Franklin,1B,,,Right,RF
129,Hayden McCloud,XB,,,Left,C
130,Mongy Whumpus,P,TD,H,Left,P
131,Nori Aru,P,NT,S,Right,P
133,Bud Tuggli,P,NT,H,Left,P
134,Dart Ragusa,MH,,,Right,1B
135,Lloyd Gross,BC,,,Left,SS
137,Batter Buckland,S,,,Right,2B
138,Donnie Draper,S,,,Right,SS
140,Rob Patterson,EN,,,Left,CF
144,Homer Pimpson,WC,,,Left,RF
146,Jerry Jingles,P,BS,H,Right,P
148,Chipper Dipper,P,NT,B,Right,P
149,"Carl ""The Ace"" Kennedy",P,WC,S,Right,P
150,Pickle Rick Vaughan,1B,,,Left,CF
151,Indy Sayne,BC,,,Right,C
152,Maverick Jaxon Gambler,WC,,,Left,3B
153,Damien Anderson,1B,,,Right,1B
158,Sam Smith,BP,,,Right,3B
159,Vigolashi Dongeroso,S,,,Left,SS
160,Zum Saparilla,1B,,,Left,SS
161,Girth Brooks,BN,,,Right,LF
162,Whit Merto,BC,,,Right,RF
163,Rickey Tucker,BP,FP,H,Left,PH
164,Artie Ziff,P,TT,H,Right,P
165,Geno Scaramucci,P,NT,B,Left,P
166,Lefty Louis,P,FP,S,Left,P
168,Bo-Horse Jackman,BN,,,Right,C
169,Todd Bonzalez II,BN,,,Left,1B
170,Aych Imtiyaz,BC,,,Right,2B
176,Fernando Cruz,BP,,,Right,LF
178,Hannah Outlaw,BN,,,Left,CF
180,Demetrios Ooga,BC,,,Left,C
182,Fish Fingers,P,NH,S,Right,P
183,Egirl Jimenez,BC,,,Left,RF
184,Henry Crowell,WC,,,Right,C
186,IBO Bust,1B,,,Right,2B
187,Alex Peters,SM,,,Right,SS
188,Dmitri Petrovich,SM,,,Right,C
189,Roy Holiday,BC,,,Left,CF
190,Lane Drew,BC,,,Left,SS
191,BEST Nova,TT,,,Left,LF
192,Javier Tootblan,XB,,,Right,LF
193,Limon Cristo,P,NT,H,Right,P
194,Joe Watson,WC,,,Right,CF
196,Big Nutty,P,WC,B,Right,P
198,Icna Comit,P,EN,S,Left,P
203,Bradle Beamen,XB,,,Right,C
204,Coco Watanabe,1B,,,Right,C
205,Patrick Doyle,BP,,,Right,C
207,J.J. Guemes,1B,TT,H,Right,PH
212,Mike Hawk,P,BS,B,Right,P
213,Jack Marnette,1B,,,Right,LF
217,Benjamin Abenduct,P,WC,S,Left,P
218,Thomas Beowulf,P,WC,S,Right,P
219,Chris Orosz,P,EG,B,Right,P
223,Kegs Mabry,HK,,,Left,1B
226,Phil Coulson,SF,,,Left,3B
227,Cal,SM,NH,H,Right,PH
230,Mike Oxlong,XB,,,Right,LF
233,Jenny Vagshot,P,EG,S,Right,P
235,J.E. Wilkins,P,TD,H,Left,P
238,Ben Bramly,XB,EN,B,Right,PH
241,Jay Money,HK,,,Right,1B
249,Tequila Sunrise,1B,,,Left,LF
252,Tara Dactyl,TT,,,Right,C
255,S. Jay Cutler,WC,,,Left,C
256,Tyrone Jennings,WC,,,Left,C
257,Hingle McCringleberry,EN,,,Left,1B
258,Ty Palmatier,P,BS,B,Right,P
259,Layzer Gunn,XB,,,Right,2B
260,Oliver Skipp,BC,,,Right,2B
262,Dirtbag Darrell,SM,EG,S,Left,PH
264,Skye McDowell,WC,,,Right,LF
265,Mecha Vulfzilla,P,EG,H,Left,P
266,Cam Singleton,1B,,,Left,RF
268,Jeff Steelflex,SM,EN,B,Left,DH
269,Joe McNicholls,XB,,,Right,LF
270,Mason Miller,P,BS,B,Right,P
271,Assassin Xekutioner,XB,,,Left,C
272,Queue Jay,WC,,,Left,1B
273,Max Wasson,BN,POS,,Right,SS
275,Richard Northstar,P,TT,S,Left,P
278,Dominus Nominus,1B,,,Right,LF
282,Jayson Burdwell,P,WC,B,Left,P
284,Hudson Hildebrandt,P,TT,H,Left,P
287,KC Bats,BP,,,Right,C
289,Conor Sexton,BP,,,Left,1B
290,Miguel Snow,MH,,,Right,1B
293,Charlie Bae,BC,,,Left,2B
295,Jocko Jones,BN,,,Right,2B
296,Chuck McCluster,P,BS,H,Right,P
298,Jeff Dingerhitter,HK,,,Left,SS
301,Joe Pidgeon,WC,,,Right,CF
302,Jackson Takegi,1B,,,Right,RF
303,Jimmy Johns,BC,,,Left,CF
304,Basebally McBaseballface,P,WC,H,Left,P
305,Dylan Green,SM,FP,S,Right,PH
306,Foxx Dashington,TT,,,Right,C
307,Garitek,BC,,,Right,C
308,Moose McCracken,BC,,,Right,C
309,Emer Bock,BN,,,Left,1B
310,Jameson Poe,WC,,,Right,C
314,Lance Lummox,BN,,,Right,SS
315,Sunshine Pardue,S,,,Left,LF
321,Richard Saks,P,BS,H,Right,P
323,C.J. Yantzi,SF,,,Right,C
324,Caleb Aiken,BC,,,Right,C
326,Arm N. Hammer,P,WC,H,Right,P
327,Makesiondon Kelkboom,WC,,,Right,C
329,Drew Savage,BC,,,Right,2B
331,Bill O'Brien,SM,NH,S,Left,PH
335,Yukino Bijin,WC,,,Left,CF
336,Darth Vader,P,FP,S,Right,P
337,Andrew Peters,P,BS,H,Left,P
338,Eric Cowan,BN,,,Right,C
339,Isaac Snowbender,HK,,,Left,C
340,Picov Andropov,XB,,,Left,C
344,Mongster Mash,1B,,,Left,3B
349,Kentho Birne,WC,POS,,Left,RF
350,Lightning Balls,BC,,,Right,RF
354,Jack Jackie Jackson,MH,,,Right,C
355,Chuck Tingle,P,NT,H,Left,P
357,Stan Mann,1B,,,Right,1B
360,Goldie Jones,WC,,,Right,2B
361,Matt Himynamis,P,FP,S,Right,P
362,Connor Morgan,BC,,,Right,3B
363,Supreme Asslord,1B,,,Left,3B
369,Grimm Carp,BP,,,Right,RF
373,Ed Turner,P,BB,S,Right,P
375,Tanner Hendrix,P,BS,H,Left,P
377,Isaac Saffron,1B,,,Left,C
379,Gimpy Schlempteen 32,1B,,,Left,C
381,Cue Anon,1B,,,Right,3B
386,Babatunde Oladotun,BP,,,Right,1B
389,Peter Peckershine,BC,,,Right,RF
390,Joey McCarty,P,NH,H,Right,P
391,Maxelia Gray,P,BS,S,Right,P
392,Haydn Werfer,S,SF,S,Left,PH
393,Birdman,S,,,Right,SS
394,Ryan Gastings,P,EG,B,Left,P
395,S.A.R. Dinka,P,WC,H,Right,P
396,Mylo Grams,SM,,,Right,C
400,Graham Grams,BC,,,Left,2B
