Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,BP,,,Left,C
2,Rub A. Chikin,1B,SF,S,Left,P
3,Syd Kidd,BN,EG,B,Left,P
4,Tim Spooneybarger,MH,BS,H,Left,P
5,Y.E. Wally,TT,WC,H,Right,P
6,Xavier Quinn Jr.,BP,,,Right,C
7,Tony McGooch,S,,,Right,2B
8,Will Power,BN,,,Right,2B
9,Odin Luka,TT,,,Right,3B
10,Emmett Michael,1B,,,Left,SS
11,James Garfield,BC,,,Left,SS
12,Lucifer Putts,SM,,,Left,SS
13,Reimer Gonzalez,WC,,,Right,SS
14,A.Z. Chapman,TT,,,Right,LF
15,Assassin Panda,BP,,,Left,LF
16,Thomas Chiggins,BP,,,Right,CF
17,Haywood Jablome,BP,,,Right,RF
18,Jordan Peppers,1B,FP,H,Right,PH
19,Moe Lester,BC,BF,B,Left,P
20,Quint Kimbrel,BN,NH,S,Right,P
21,Silver Edgeworth,BP,BF,B,Right,P
22,Spike Suzuki,BP,NT,B,Left,P
23,Michael Voorhees,BN,,,Left,C
24,Nate Lewis,S,,,Right,C
25,Rusty Shackleford,HK,,,Left,1B
26,Ben Beezle,WC,,,Right,2B
27,JT GarciaParr,XB,,,Right,2B
28,Barney Turbo,S,,,Right,SS
29,Eric Leeder,BC,,,Right,SS
30,Chad Kroeger,XB,,,Left,LF
31,Arata Hightower,BN,,,Right,LF
32,Larry Longshot,BP,,,Right,CF
33,Oscar Vegas,BC,,,Left,CF
34,Dixon Uraz,S,,,Left,RF
35,Jeffrey Nolan,BP,,,Right,RF
36,Jericho Caulfield,WC,,,Right,2B
37,Artanis Jones,SM,BS,H,Left,P
38,Dane Konrad,BC,BS,B,Left,P
39,Whitt Bass,1B,NT,S,Right,P
40,Heavy Raine,BP,,,Left,C
41,Thaddeus Gomorrah,BC,,,Right,C
42,Viking Fishbird,TT,,,Right,C
43,Jose Jose-Jose,MH,,,Right,1B
44,Kimberly Jongun,WC,,,Right,2B
45,LaPrince Frye,BC,,,Right,3B
46,Jackson Sanchez,XB,,,Right,SS
47,Ross Fire,1B,,,Right,SS
