Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,TT,NH,S,Left,C
3,Syd Kidd,BN,EG,B,Left,P
5,Y.E. Wally,XB,WC,H,Right,CF
10,Holden Summers,BC,BS,H,Left,2B
14,Baba Ganoosh,TT,,,Right,LF
20,Q Kimbrel,WC,NH,S,Right,CF
32,Larry Longshot,EN,EN,B,Right,CF
34,Dixon Uraz,WC,EG,H,Left,RF
37,Artanis Jones,SM,BS,H,Left,P
39,Commie Ohtani,BC,NH,H,Right,P
48,Willow Briansdóttir,BC,FP,S,Right,2B
54,Holly Kühnhackl,XB,NT,H,Left,SS
55,Rick McLightning,BN,,,Right,RF
59,La+ Darknesss,BC,NT,H,Left,P
65,Dakota Carolina Montana,BC,BB,H,Right,1B
66,Daniel Dove,SF,BB,H,Right,2B
68,Erin Pickles,WC,TD,H,Right,2B
71,Miroslav,1B,FP,S,Right,CF
73,Jack Alpha,BN,BB,B,Right,3B
76,Hank Murphy,BN,BF,S,Left,P
80,Steel Pipe Simpson,BP,FP,S,Left,1B
81,Dick McScrotington,BC,,,Left,2B
82,Juan Diego De Las Rosas,1B,,,Right,2B
84,Henrik Omega,BP,FP,S,Left,3B
89,Gottlieb Giannopolous,EN,BF,S,Right,C
91,John Johnson Jr.,TT,BF,H,Right,3B
93,Tree Fiddy,WC,,,Right,LF
99,Tyler Phoenix,SM,,,Right,1B
100,Merodach Baladan,1B,WC,B,Right,P
103,Mason Spurs,S,EG,S,Left,P
104,Morris Deratt,BN,,,Left,LF
108,Phillip J Fry,BC,BS,S,Left,C
109,Pauiie Wag,BP,FP,B,Right,C
112,Willoughby Hoose,SM,TT,H,Left,P
113,Kevin Arianna,HK,TD,S,Left,C
114,Rocco Rudnikov,HK,FP,S,Right,P
117,Harry Peritestes,1B,EG,H,Right,PH
119,Ola Gjeilo,1B,TT,H,Right,SS
127,Blaise Bailey Finnegan III,SF,EN,S,Right,RF
130,Mongy Whumpus,1B,TD,H,Left,C
134,Dart Ragusa,MH,EG,S,Right,1B
138,Donnie Draper,S,TT,S,Right,2B
140,Rob Patterson,EN,,,Left,CF
151,Indy Sayne,BC,WC,S,Right,C
161,Girth Brooks,BN,,,Right,LF
163,Tuck,1B,FP,H,Left,CF
166,Lefty Louis,SF,FP,S,Left,P
168,Bo-Horse Jackman,BN,,,Right,C
170,Aych Imtiyaz,BC,TD,H,Right,2B
178,Hannah Outlaw,BN,,,Left,CF
180,Demetrios Ooga,BC,BS,S,Left,C
183,Erin Theolia,BC,WC,H,Right,P
189,Jeffrey LaVert,1B,FP,H,Left,3B
190,Lane Drew,BC,NH,S,Left,LF
191,Andrew REDACTED Nova,BC,TT,H,Right,LF
196,Xavier Lopez,XB,WC,B,Left,RF
198,Skye Comet,S,EN,S,Left,P
204,Coco Watanabe,1B,BB,S,Right,C
219,Chris Orosz,SM,EG,B,Left,C
220,Charles Magnus,S,BS,S,Right,RF
226,Phil Coulson,SF,,,Left,3B
230,Howie Feltersnatch,XB,,,Right,3B
233,Johnny Dickshot,BP,TD,H,Right,SS
238,Ben Bramly,SF,EN,B,Right,C
241,Jay Money,HK,WC,H,Right,1B
255,S. Jay Cutler,EN,WC,B,Left,C
258,Ty Palmatier,BP,BS,B,Right,P
259,Mr Peggable,WC,EG,S,Right,2B
262,Dirtbag Darrell,SM,EG,S,Left,PH
264,Skye McDowell,WC,WC,S,Right,2B
265,Grand Slamdalf,SF,EG,H,Right,3B
268,Jefferson Steelflex,XB,EN,B,Left,CF
270,Ferda Bois,HK,TT,S,Right,P
271,Assassin Xekutioner,BC,BF,H,Left,2B
275,Richard Northstar,WC,FP,S,Left,P
278,Dominus Nominus,1B,BS,B,Right,LF
287,Dongmen Ximen,BC,TD,B,Right,SS
