Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
2,Lays Nootdoot,S,,,Left,1B
3,Syd Kidd,P,EG,B,Left,P
5,Y.E. Wally,P,WC,H,Right,P
10,Holden Summers,P,BS,H,Left,P
13,Reimer Gonzalez,P,EG,H,Left,P
14,Baba Ganoosh,TT,,,Right,LF
17,Haywood Jablome,BC,,,Right,RF
18,Jordan Peppers,1B,,,Right,RF
20,Q Kimbrel,TT,,,Left,CF
21,Silver Edgeworth,P,TD,B,Right,P
22,Snoop E. Dogg,XB,,,Right,2B
24,Nate Lewis,BC,,,Right,C
28,Barney Turbo,P,TD,S,Right,P
32,Larold,TT,,,Right,C
33,Brian Zucchini,BC,,,Left,CF
34,Dixon Uraz,S,,,Right,RF
35,Jeffrey Nolan,BP,,,Right,RF
36,Jericho Caulfield,XB,,,Right,2B
37,Artanis Jones,P,BS,H,Left,P
39,Franz Joseph Hyman Jr,BC,,,Right,2B
41,Thaddeus Gomorrah,BC,,,Right,C
42,Viking Fishbird,1B,,,Right,2B
46,Jackson Sanchez,P,TD,H,Right,P
48,Willow Briansdóttir,BC,,,Right,2B
55,Rick McLightning,BN,,,Right,RF
59,Raven Branwen,TT,,,Right,1B
63,Michael Ikenberry,WC,,,Left,RF
65,Dakota Carolina Montana,BN,,,Right,1B
66,Daniel Dove,SF,,,Right,2B
68,Erin Pickles,WC,,,Right,2B
71,Miroslav,BC,FP,S,Right,PH
73,Jack Alpha,BN,BB,B,Right,PH
74,Einhorn,P,FP,S,Right,P
76,Hank Murphy,P,BF,S,Left,P
78,Crimson Chin,HK,,,Right,LF
79,Jumbo Dick,BP,,,Left,1B
80,Steel Pipe Simpson,BP,,,Left,1B
81,Dick McScrotington,BC,,,Left,2B
82,Juan Diego De Las Rosas,1B,,,Right,2B
84,Henrik Omega,BP,,,Left,3B
89,Gottlieb Giannopolous,EN,,,Right,RF
90,Bob Robb,S,,,Left,RF
91,John Johnson Jr.,TT,,,Right,3B
92,Dick Woolridge,P,BS,B,Right,P
93,Mackin Tosh,XB,,,Right,LF
99,Tyler Phoenix,SM,,,Right,1B
100,Merodach Baladan,1B,,,Right,2B
103,Mason Spurs,P,EG,S,Left,P
104,Morris Deratt,BN,,,Left,LF
106,Sevag Vapor,BC,,,Right,CF
108,Chavo Delocho,BC,,,Left,C
109,Derek Bongiovanni,P,FP,B,Right,P
111,Thomas Beowulf Jr.,P,BS,B,Left,P
112,Willoughby Hoose,P,TT,H,Left,P
113,Kevin Arianna,HK,,,Left,C
114,Rocco Rudnikov,HK,,,Right,1B
116,Mattress,BC,,,Right,3B
117,Harry Peritestes,1B,EG,H,Right,PH
119,Ola Gjeilo,1B,,,Right,SS
122,Riles McGiles,BC,,,Left,LF
126,Rex Kidobi,BC,,,Left,RF
129,Hayden McCloud,XB,,,Left,C
130,Mongy Whumpus,P,TD,H,Left,P
131,Nori Aru,P,NT,S,Right,P
132,Carlos,TT,,,Left,C
134,Dart Ragusa,P,FP,H,Right,P
135,Lloyd Gross,BC,,,Left,SS
138,Donnie Draper,S,,,Right,2B
140,Rob Patterson,EN,,,Left,CF
146,Jerry Jingles,P,BS,H,Right,P
149,petra sabor,P,WC,H,Right,P
151,Indy Sayne,BC,,,Right,C
152,Copenhagen Black,P,TT,H,Left,P
153,Damien Anderson,1B,,,Left,1B
160,Zum Saparilla,1B,,,Left,SS
161,Girth Brooks,BN,,,Right,LF
162,Whit Merto,BC,,,Right,RF
163,Rickey Tucker,BP,FP,H,Left,PH
165,Geno Scaramucci,P,NT,B,Left,P
166,Lefty Louis,P,FP,S,Left,P
168,Bo-Horse Jackman,BN,,,Right,C
169,Todd Bonzalez II,BN,,,Left,1B
170,Aych Imtiyaz,BC,,,Right,2B
176,Fernando Cruz,BP,,,Right,LF
178,Hannah Outlaw,BN,,,Left,CF
180,Demetrios Ooga,BC,,,Left,C
183,Egirl Jimenez,BC,,,Left,RF
184,Henry Crowell,WC,,,Right,C
186,IBO Bust,1B,,,Right,2B
189,Jeffrey LaVert,BC,,,Left,CF
190,Lane Drew,BC,,,Left,SS
191,Andrew REDACTED Nova,BC,,,Right,LF
194,Joe Watson,WC,,,Right,CF
195,Swing N. Miss,P,FP,S,Right,P
198,Icna Comit,P,EN,S,Left,P
203,Bradle Beamen,XB,,,Right,C
204,Coco Watanabe,1B,,,Right,C
205,Patrick Doyle,TT,,,Right,C
207,J.J. Guemes,HK,,,Right,3B
212,Mike Hawk,P,BS,B,Right,P
213,Jack Marnette,1B,,,Right,LF
217,Benjamin Abenduct,P,WC,S,Left,P
219,Chris Orosz,P,EG,B,Right,P
223,Kegs Mabry,XB,,,Left,CF
227,Cal,SM,NH,H,Right,PH
230,Mike Oxlong,XB,,,Right,LF
233,Johnny Dickshot,BP,,,Right,3B
235,J.E. Wilkins,P,TD,H,Left,P
238,Ben Bramly,BC,,,Right,RF
241,Jay Money,HK,,,Right,1B
249,Tequila Sunrise,1B,,,Left,LF
251,Seik Golden,WC,,,Left,3B
252,Tara Dactyl,SF,,,Right,C
255,S. Jay Cutler,WC,,,Left,C
256,Threefinger Jansen lll,P,EG,H,Left,P
257,Hingle McCringleberry,EN,,,Left,1B
258,Ty Palmatier,P,BS,B,Right,P
259,Layzer Gunn,XB,,,Right,2B
